GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
my-lab,com.example,App,7,0,0,0,3,0,2,0,2,0
my-lab,com.example,Calculator,0,7,0,0,0,2,0,2,0,2
my-lab,com.example,MyNumberUtil,3,0,0,0,1,0,1,0,1,0
my-lab,com.example,StringCalculator,3,0,0,0,1,0,1,0,1,0
my-lab,com.example.user,UserService,41,9,2,0,8,1,3,1,2,1
my-lab,com.example.user,User,21,0,0,0,6,0,4,0,4,0
